comments,sentiment
Nói đến giá trị sử dụng thực tế thì GALAXY A56 chắc chắn sẽ hơn con POCO đó. Đừng lấy thông số ảo đem so sánh...tôi đã dùng mấy đời đt hãng Xiaomi nên tôi cũng biết rõ về hãng này.,2
Mình sẽ chọn a56.,2
Vẫn chọn a55,2
"Anh ơi, có thiết bị smart tag hay airtag nào sự dụng được cho đth oppo ko anh? Mong anh tư vấn, chúc anh nhiều sức khoẻ",2
"Nhu cầu dùng không chơi game, cần chụp ảnh đẹp thì nên mua Xiaomi 14T Pro hay thêm tiền mua Xiaomi 15 Pro vậy ạ? Xiaomi 15 Pro hiện tại có bên nào đã mở bán tại HCM chưa? Xin cảm ơn.",1
"Thật. Màn của thg poco oai về thống số chứ hiển thị tù lắm. Nó là màn turbo 4, nó ko khác gì turbo 3 cả và chỉ dc mỗi viền mỏng thôi. Ss là hãng với màn hiển thị đẹp hơn nhiều, thậm chí t để con z9tb kế bên con A55 thì nó nhạt hơn kha khá thì poco ko so dc. T là 1 người khá kỹ tính về màn nên ae thông cảm.",0
"Con a56 mình chưa được cầm, chứ con X7 pro cái Màn hình nó thông số thì khủng vậy chứ trải nghiệm nó tệ kinh khủng, cứ đục đục chán chán
So với mấy con cùng tầm giá có thông số tương tự chắc phải đứng top dưới bét",0
"Chú Dương so sánh Xiaomi 14t với galaxy a56 đi ạ, con thấy giá của 14t bản 12/256 có 10tr290 và a56 bản 8/256 tới 10tr490. Chúc chú nhiều sức khoẻ ạ",2
"Ông này review và so sánh đt rất là qua loa nhé.So mà toàn dựa vào thông số thì chỉ cần hiểu biết 1 ít về công nghệ thì ai chả làm được,từ màn hình (hầu như reviewer từ trong nước tới nước ngoài đều đánh giá A56 đẹp hơn) và camera (đoạn này cực kỳ qua loa) cho đến những điểm mạnh nhất của A56 là AI tiện lợi,Oneui 7 và cập nhật ổn định lâu dài thì không nhắc đến.Nhấn mạnh vào con chip rồi đánh giá Poco X7 pro giá trị sd tốt hơn thì đúng bị ng ta chửi là anti Samsung không sai tý nào :))))",0
ip 14 thường và xiaomi 14T con nào đáng mua và cam con nào đẹp ạ,2
Poco x7 pro khi nào về cellphones v ah,2
So sánh sam sung galaxy a56 5g& Oppo a5 pro 5g  mình đang phân vân 2 e này,1
X7 Pro đè bẹp A56 😅,2
"Sao con A56 mình mới mua nhìn trực tiếp thì màn hình nó hơi vàng vàng còn nghiêng khoảng 5 độ 10 độ thì nó trắng hơn là sao vậy mọi người, là do tấm nền này nó vậy hay sao các bạn, mình ra shop chính hãng rôi ra trung tâm bh của samsung họ nói máy mình ko có vấn đề gì hết, mà mình nhìn kiểu nào cứ vuông góc là cũng thấy nó vàng hơn à, ai giải ngố mình vs",0
Mình chọn S23 cũ😊,2
"Game thì x7 pro, ko game thì a56. Hướng đi của 2 con khác nhau hoàn toàn",1
Ông này so sánh thiếu điểm mạnh và thực dụng nhất hiện nay là AI,0
chọn Xiaomi vì nó thực dụng,2
"Nói chung ai thích gì mua nấy, ông bà ta thường nói tiền nào của nấy , không bao giờ có chuyện tiền ít mà đòi hít lôn thơm........",0
Poco nó tốt mà thua cái khung kim loại thôi,0
Chắc chắn là ss a56 rui.....poco dành cho game thủ thui.....đa tác vụ xài ss cho an tâm,1
Galaxy A56 5G So sánh với Redmi Note 14 Pro+ hợp lý hơn là máy này,0
"Mình mua X7 Pro 12 256 đợt 3/3 sàn S có 7430k nè.máy phụ cho S24U,thi thoảng chơi game nên khá là ok,ko chụp j mấy.màn khá ok tuy nhiên hơi tối,pin ổn",2
Mua tren shopee poco x7 pro co 6.3tr thoi…xiaomi official,1
Vỏ Nhựa là ko ham rồi,1
"Ở phần camera thì Dương Dê có vẻ qua loa, nên chụp test xem ảnh 2 con thế nào.",0
Poco x7 săn sale trên sàn cam thì có hơn 8tr tí thôi a😊,2
"Nếu so camera thì tốt nhất nên lấy 2 con ra chụp choẹt r show vài điều kiện để so sánh, chứ đọc thông số thế này thì ai tìm hiểu về smartphone mà chả đọc đc",0
"so camera theo kiểu thu sáng tốt hơn như thế thì poco x7 pro còn chụp thiếu sáng tốt hơn iphone 16 pro max, đúng là thông số thủ :)))",2
"nói thì poco x7 pro nó 9 củ thế thôi chứ mua trên sp không cần thức săn sale vẫn có voucher để áp 8 củ là cao nhất r,  chứ mới mua con poco x7 pro tháng trc có 6 củ 7",0
"Tóm lại cày game cần hiệu năng thì X7 Pro, còn công việc nhiều camera tốt hay dùng AI với ưu tiên thương hiệu thì A56, hết.",1
"ai nhìn trực tiếp 2 máy cạnh nhau khi mở màn hình thì 99% mua samsung A56, đơn giản vì màn hình samsung đẳng cấp vượt trội",2
"tóm lại chơi game thì nếu các ông ko có tiền thì cứ Tàu mà vã, còn dùng cơ bản tôi vẫn đánh giá samsung hơn về lâu về dài",1
2 con này máy nào bán ở TGDĐ vậy anh duong,1
Ss galaxy a56 khi mua về sử dụng cơ bản vẩn bị nóng không biết tại sao mong được anh giải đáp! Chúc anh nhiều sức khỏe,1
Sam sung a56  deo hon có thuong hieu tôt hon,1
Comment đầu 🎉,2
Poco x7 pro thiên về hiệu năng nên thấy cam như chống mù,1
Trong tầm 4 triệu bạn sẽ mua chiếc điện thoại nào mọi thứ đều phù hợp camera màn hình hiệu năng bộ nhớ,2
"Galaxy A56 : https://cellphones.com.vn/dien-thoai-samsung-galaxy-a56.html?utm_source=pr&utm_medium=DuongDe&utm_campaign=dien-thoai-samsung-galaxy-a56.html_20032025
Poco X7 Pro : https://cellphones.com.vn/dien-thoai-poco-x7-pro-5g.html?utm_source=pr&utm_medium=DuongDe&utm_campaign=dien-thoai-poco-x7-pro-5g.html_23032025",1
.,2
Phần lỗi vặt thì a56 dùng mượt mà hơn nhiều.xamiao lỏ,0
Chào anh Dương ạ.Em có khoảng 10 triệu đổ lại thì nên chọn Poco X7 Pro hay Nubia Z60S Pro thì máy nào dùng tốt hơn ạ. Em cảm thấy cấu hình 2 máy này hơi ngang nhau thì nên chọn máy nào là tối ưu nhất ạ. Em cảm ơn anh. Chúc anh nhiều sức khỏe.,1
Nên mua mi 15T 5g hay poco x7 pro 5g a ơi?,2
"Mình mua ip12 mới ở topzone đc 1 năm rưỡi chuyển sang poco x7 pro mua shopee sân sale 7450k .dùng đc 7 tháng nói chung pin trâu sạc chưa tới 1h đã đẩy.lau lâu bị lắc 1 cái thỉnh thoảng nó tự tắt nguồn khởi động lại, rớt mấy lần cũng không có vấn đề gì chỉ chưa thử test nước thôi.dự kiến đổi Xiaomi 15",1
Shopee áp mã còn có 5tr940😂 bản 8/25π,2
Mình mới canh sáng nay mua bản 8-256 em này 5tr839 hihi,2
Em chốt đc 6.1 tr😊,2
"Mình mua 6tr,7😊",2
"Mình dùng POCO x7 pro đến nay chak dc tầm nửa năm. Săn shopee mall giá 6.5tr- bản 8/256. Trải nghiệm thực tế của mình thế này. Chia sẻ cho ai quan tâm. 
1. Ưu điểm: 
- pin dùng oke nhé. Có thể chưa xứng với 6000 nhưng cơ bản là oke. Sạc thì siêu nhanh nên trải nghiệm thích lắm. Trước dùng iphone giờ qua con này pin oke hơn hẳn. 
- màn hình , cam. Cơ bản ổn. Mình ko nhu cầu nhiều
- loa kép. To rõ. Ổn
- kháng nước: rất ngon. Mưa gió tẹt bô
2. Nhược điểm: 
- đôi khi thăy hơi khó cài đặt. Kiểu nhiều phần cài đặt cứ khó tìm kiểu j ấy. Phải tra gg mới tìm dc phần cài đặt ý nằm ở đâu
- đây là điểm khó chịu nhất: rất hay bị lag bàn phím. Cụ thể thế này: ở zalo bấm vào để soạn tin nhắn thì mãi bàn phím mới hiện ra. Rổi đôi lúc soạn văn bản bấm bàn phím nhưng màn hình mãi ko ra chữ. Cái này gặp thường xuyên luôn. Ngoài điểm này ra mọi thứ còn lại oke. 
Ko trễ thông báo j cả. App cài bình thưởng. 5g nhanh",1
Thấy màn sam sung a56 xịn đẹp hơn nhiều fhd + nhin đẹp hơn poco thiết kế và hiệu năng pin trong tầm giá máy chính hãng khá ổn,2
Tôi mua lúc mới ra.bản 12-256.7tr3 thôi.giá như bây giờ hơn 9tr đắt quá rồi ae,0
"mình đang dùng poco x7pro mua từ lúc nó mới ra mở bán đợt đầu, hồi đó mua 7tr4 cho bản 12 256, đánh giá chung ko có gì chê trong tầm tiền này cả, hiệu năng quá tốt, màn hình 7/10. camera thì chụp xấu thiệt nhưng được cái chống rung OIS ôk lắm, quay video ngon mượt, pin 6000 nhưng tụt nhanh lắm, dc cái sạc 90w thì chưa ăn xong bữa cơm là nó đầy lại rồi nên cũngok.",2
.,2
mình mua 6tr3,1
mua 5tr8 từ lúc mới ra :))),2
Nhưng mình vẫn chọn iPhone 12,2
"Cái giá 9tr3 kia mới gọi là về gần giá gốc nè (gần thôi), chứ 15tr kia là giá bị đôn lên. Nên mn cần cân nhắc =))",0
"anh Dương cho em hỏi hiện tại với tầm giá loanh quanh 15 triệu thì điện thoại nào có pin ổn, màn đẹp, chụp ảnh tốt, hiệu năng đủ dùng với ạ, a tư vấn giúp e với ạ, em cảm ơn",1
.,2
Lão này suốt ngày poco vlll chắc dc buff giay pocco xau vllll,0
So sánh cũng toàn khen poco. Nhưng điểm nổi bật của a56 ip thì ko khen vào. Ip thì k nói vì quá cũ r. Nhưng những cái ss hơn như dùng ko lo trễ thông báo. Hdh ổn định hơn. Chứ xài xiaomi phần cứng ngon lắm mà trải nghiệm như gì ấy . Ns chung rất khó nói. Dungg mấy con phải bán vội qua ss vs ip xài . Ns chung xài qua 2 con mới biết dc. Ss cấu hình thấp hơn nhưng trải nghiệm thực tế vẫn có cái j đó tự tin sử dụng hơn con poco,1
"tầm 7tr5 thì flaship nào ngon vậy ạ
mình tính mua acer 5 mà phân vân quá cũng tính mua mi 13 pro nữa..",1
Sao màn con này nó cứ nhợt nhạt vậy nhỉ,0
"Mua hồi tháng 1/2025 giá 6890k .nói chung con này dc mỗi hiệu năng vs pin.xài chán.thông báo thì hên xui vẫn tạch như thường.màn 6,cam 6.vuốt chạm ko mượt
Xài chung con xiaomi 11T 4 năm rồi mà 11T còn đã hơn x7 pro.thua mỗi hiệu năng vs pin..Nói chung Poco lỗi vặt nhìu.ai dễ tính thì mua làm máy phụ ổn",0
hay,2
"Cam poco có khác turbo 4 pro ko anh? Chứ e thấy ảnh của xiaomi turbo 4 pro ko đẹp bằng ip, dù là ip11",0
"Chào bạn, mình đang công tác tại Lào, gần biên giới VN. Chỗ mình vẫn dùng các nhà mạng của VN như Viettell, Vina... nhưng các dòng máy xịn thì thu sóng 4G, 5G cực yếu, thua xa các dòng máy TQ như Oppo, nói thật Iphone chỗ mình chỉ dùng để xem giờ thôi. Mình muốn hỏi loại này bắt sóng mạnh ko vậy bạn?",1
Thôi Xài A56.cho lành. Mình ko phải gems thủ 😊,1
Mình đã mua giá 6tr7 từ tháng 4 kia,1
Đang tính mua oppo k13 tubo pro làm máy chính ae nào góp ý với,1
"So về thông số thì hơn hẳn, nhưng xài thực tế thì ko bằng 1 góc người ta",0
"Tầm này mà mua ip12 nữa thì đúng chỉ chọn ""thương hiệu"" hết 😅",2
Để nói thực dụng và cân bằng toàn diện thì poco x7 pro không có đối thủ,0
neu mua thi che dộ BH sao a,1
"E đang xài xiaomi, e vào Mi Store săn đc POCO X7 PRO 8/256 cũng ~7tr2 thôi ý.
K biết hời hay k nhưng xài 1 tháng nay thấy cũng ok",2
"Chào anh dương , anh cho em hỏi. Cuối năm em định mua 1 chiếc điện thoại nhưng không biết chọn con nào cho phù hợp. Tài chính em trên dưới 10 triệu , nhu cầu của em thì: "" chụp hình quay video đẹp , chức năng hiện đại hoặc AI càng tốt. Mong anh tư vấn , em cảm mơn anh",1
Mình mua giá 5t9 😂 https://drive.google.com/file/d/17uhFY9lTUMTeaaVut9_3WSGvYWVYQhiL/view?usp=drivesdk,2
"Tôi mua poco x7pro giá 6,7triệu thôi",1
"Em đang bình luận bằng Poco X7 Pro bản 12/256 nè anh, kì đó em săn Shopee là 7tr2, sắp tới 11/11 nghe nói Shopee sale tiếp con này nè.",1
"03:43 Màn hình 1,5K mà tool màu xấu quắc thì cũng thua FHD mà màu đẹp, chỉ trừ khi màn HD thì mới chê hẳn",0
Con này mua ở đâu vậy anh em,1
Nua nam truoc 6tr3 con k ai mua,2
Cái này trên shopee mức giá này có từ khi ra mắt trên shop mall rồi,0
Thích 15T pro nhưng đang dùng PCX7pro. Thích 1 cụm cam hoành tráng hơn,1
Shopee mua ở đâu thi có bảo hành tốt vậy?,1
"hồi hè voucher có 6m3, sau đó nó tăng giá",0
"Nên đợi 11-11 mua sẽ giá tốt hơn. Thời điểm t mua poco x7, con x7 pro giá chỉ tầm 7tr1 7tr2.",0
"Con này nhược điểm lớn nhất là Pin hơi đuối, nhưng bù lại có xạc 90w",1
Hiện ở shop là 7tr5 ấn vào mua vẫn 9tr3😢,2
Mình dùng điện thoại để làm việc yêu cầu sóng sánh phải ok thông báo tốt có nên sài hàng sách tay ko ạ cho mình xin ít ý kiến với mình cảm ơn,1
Máy này có bị trễ thông báo không các bác?,1
Đang dùng luôn mua từ tháng 5 đến giờ,2
"Vừa mua shopper 6,3",1
Shopee có lúc sale 6tr5,2
Mua từ lúc mới ra có voucher lúc đó khoảng 7m1 ~ 7m3,1
iPhone 15 Pro bản 1 TB giá rẻ nhất hiện tại bao nhiêu vậy anh Dương ơi?,2
Ông Dương này chỉ nhìn cấu hình mà chưa trải nghiệm Oscar Tiger 18 thông số ảo giật lag bỏ mẹ,0
Tuần rồi mới mua cho con 1 cái redmi not 13 5g 8_128 giá hơn 2tr8.ngon nhất trong tầm giá rồi,2
Ngày xưa làm ăn có tiền mua khỏe   từ ngày bệnh nặng   nhà của bán hết ko làm  được giờ nhìn  thèm quá mà  cũng chịu  thua,2
"Bạn ơi tài chính mk chỉ có 5tr thôi ,nhờ bạn tư vấn giúp mình  nên mua máy hãng nào bền chút các thao tác nhanh mướt tí cũ mới ko quan trọng .mk đã từng phải chuyển ngân hàng vì đt hết đát ko tải nổi áp ngân hàng để dao dịch chuyển khoản ý.cảm ơn bạn nha chúc gd bạn thật nhiều sk ạ",2
Duong de may đúng là thằng 🐶 thật thụ,2
"Hôm nọ con Camon 30S còn có 3tr2 mà chưa kịp mua. Nay lại 3tr5 mất rồi, con này ngon khỏi bàn.",2
Em muốn mua 1 con này anh có thể giúp em. Cảm ơn,1
Con này so với Itel RS4 thì thế nào mọi người nhỉ? Itel còn ram 12 cơ!,1
Nhìn như Vivo Y39 5G luôn,1
tầm tiền này mua iqoo Z10x,1
Hay,2
Tecno Camon 30s ngon hơn hẳn,2
"Mới mua tecno spark 40pro giá 3,29tr.được cái màn hình đẹp.pin ổn.camera 3 mắt nhưng chỉ có 1 mắt chính dùng được,còn 2 mắt dưới để trang trí.gõ vào góc trên bên phải màn hình nghe tiếng ọp ẹp.",1
"Nếu để tôi lựa chọn máy tầm tiền trên 2tr thì tôi chọn con mate 20 pro của nhà huawei . Màn 2k đẹp, loa kép ,có sạc nhanh , tối ưu tốt nên pin cũng ổn. Camera đẹp và quan trọng là vẫn có Google",2
Cho e xin link mua đi a,2
"A Dương tư vấn cho e con đt giá rẻ tầm 1-2 tr để chạy xe ôm công nghệ ạ. Bộ nhớ 64g là đủ, không yêu cầu màn hình đẹp, không chơi game",2
Thêm 500k mua được lucky 08 rồi,2
"em chào anh Dương ạ
em theo dõi anh đã lâu khoảng 6-7 năm rồi, giờ em nhờ anh tư vấn giúp em máy giá dưới 20 triệu cả chính hãng với xách tay cấu hình cao màn hình camera đẹp pin trâu sạc nhanh và sóng khoẻ, và những ưu nhược điểm mà phải đánh đổi là gì ạ. em xin cảm ơn anh và chúc anh cùng ekip nhiều sức khỏe ạ.",1
"Cần Dương tư vấn 1 con máy, chỉ cần chip khoẻ và pin trâu thôi, giá tầm trung là ok, thanks",1
Bạn mua hộ mình i chiếc,2
Anh cho em hỏi. 5tr thì điện thoại nào pin trâu mà chụp ảnh đẹp ạ,2
Meizu luky 8 ở mobilecity 3250k liệu ổn ko a,1
Anh ơi mua hộ em 1 cái nhé,2
Ko ngon,0
oscal 8-128 có khi xuống 2tr4.,1
nên chọn oppo find x9 nội địa hay ip 14pm vạy anh,2
Nghe tên hãng lạ thế nhỉ,1
Tầm giá rẻ này em nghĩ chắc có con mezu gâu gâu 08 hơn tí nhưng ngon hơn chứ nhỉ😂,2
Con này có loa kép không nhỉ,1
con này đời android cũ rồi,0
Bỏ thêm 400mua tecno pova 6 hoặc 40pro ngon hơn,0
cho mình hỏi tầm giá 10tr thì hàng xách tay thì con nào ok nhất vậy mn ?,1
cho mình hỏi là ĐT 5 G thì có phát wifi có ra được 5 G  không,1
Con này cho phụ huynh là ok đấy. G99 tác vụ thông thường thì mượt thôi rồi.,2
"tầm giá duới 3tr thì có tecno spark 30 5g là kèo cân với con này, còn lại các đt khác k có tuổi, đa số g85, hoặc có chip ngang nhưng chỉ có rom 64gb",1
Mình có 2488k nhỉ,1
Mua điện thoại trên Shopee thì có an toàn không nhỉ,1
Đầu,2
Tham khảo tại Điện Thoại Hay https://dienthoaihay.vn/?srsltid=AfmBOorq4SogzTbHWBPj5qdY2ZGVRYmcTIWzGl1P046Hs9DuM3kmIMUu,1
đẹp,2
Vivo pin khủng sai suong kk lo sac. Mát ko nong như iphone,2
Rồi con này sao giống x200 fe vậy,0
